id,job_label,company,skills_dictionary,skill_name,skill_category
1637,Solutions Architect @ Insight Global,Insight Global,"('Api', 'Software_Development_Engineering')",Api,Software_Development_Engineering
1631,Azure Cloud Solutions Architect @ Jobot,Jobot,"('Microservices', 'Software_Development_Engineering')",Microservices,Software_Development_Engineering
1627,"Senior WW Specialist Solutions Architect - Amazon Connect (Contact Center Solutions WFM, CRM), AWS WWSO Apps @ Amazon Web Services, Inc.","Amazon Web Services, Inc.","('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1627,"Senior WW Specialist Solutions Architect - Amazon Connect (Contact Center Solutions WFM, CRM), AWS WWSO Apps @ Amazon Web Services, Inc.","Amazon Web Services, Inc.","('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1626,Senior Azure Pre-Sales Solutions Architect (East) (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1625,Senior AWS Pre-Sales Solutions Architect (East) (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1623,Lead Healthcare Solutions Architect (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1622,Senior Solutions Architect (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1620,Solutions Architect @ Vantor,Vantor,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1615,Solutions Architect @ Insight Global,Insight Global,"('Api', 'Software_Development_Engineering')",Api,Software_Development_Engineering
1609,Azure Cloud Solutions Architect @ Jobot,Jobot,"('Microservices', 'Software_Development_Engineering')",Microservices,Software_Development_Engineering
1605,"Senior WW Specialist Solutions Architect - Amazon Connect (Contact Center Solutions WFM, CRM), AWS WWSO Apps @ Amazon Web Services, Inc.","Amazon Web Services, Inc.","('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1605,"Senior WW Specialist Solutions Architect - Amazon Connect (Contact Center Solutions WFM, CRM), AWS WWSO Apps @ Amazon Web Services, Inc.","Amazon Web Services, Inc.","('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1604,Senior Azure Pre-Sales Solutions Architect (East) (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1603,Senior AWS Pre-Sales Solutions Architect (East) (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1601,Lead Healthcare Solutions Architect (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1600,Senior Solutions Architect (RapidScale) @ Cox Communications,Cox Communications,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1598,Solutions Architect @ Vantor,Vantor,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1595,Cyber Security Analyst @ PingWind,PingWind,"('R', 'Programming_Tools')",R,Programming_Tools
1595,Cyber Security Analyst @ PingWind,PingWind,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1595,Cyber Security Analyst @ PingWind,PingWind,"('Supply Chain', 'General_Business_Analytical')",Supply Chain,General_Business_Analytical
1595,Cyber Security Analyst @ PingWind,PingWind,"('System Design', 'Software_Development_Engineering')",System Design,Software_Development_Engineering
1593,Cyber Security Analyst @ JCS Solutions,JCS Solutions,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1593,Cyber Security Analyst @ JCS Solutions,JCS Solutions,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1593,Cyber Security Analyst @ JCS Solutions,JCS Solutions,"('Cloud Computing', 'Software_Development_Engineering')",Cloud Computing,Software_Development_Engineering
1590,Cyber Security Analyst @ MicroHealth,MicroHealth,"('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1588,"Cyber Security Analyst @ MicroHealth, LLC","MicroHealth, LLC","('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1580,Cyber Security Analyst @ Exeter Government Servi,Exeter Government Servi,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1578,Cyber Security Analyst @ St. Claire Regional Medical Center,St. Claire Regional Medical Center,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1576,Cyber Security Analyst @ Armison Tech,Armison Tech,"('Python', 'Programming_Tools')",Python,Programming_Tools
1576,Cyber Security Analyst @ Armison Tech,Armison Tech,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1574,Cyber Security Analyst @ Tactibit Technologies,Tactibit Technologies,"('Python', 'Programming_Tools')",Python,Programming_Tools
1574,Cyber Security Analyst @ Tactibit Technologies,Tactibit Technologies,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1574,Cyber Security Analyst @ Tactibit Technologies,Tactibit Technologies,"('Jira', 'Productivity_Tools')",Jira,Productivity_Tools
1570,Cyber Security Analyst @ E-Infosol Llc,E-Infosol Llc,"('Aws', 'MLOps_DevOps_Cloud')",Aws,MLOps_DevOps_Cloud
1570,Cyber Security Analyst @ E-Infosol Llc,E-Infosol Llc,"('Regulatory Compliance', 'Insurance_Risk_Underwriting')",Regulatory Compliance,Insurance_Risk_Underwriting
1570,Cyber Security Analyst @ E-Infosol Llc,E-Infosol Llc,"('Cloud Computing', 'Software_Development_Engineering')",Cloud Computing,Software_Development_Engineering
1566,Cyber Security Analyst @ Genoa Employment Solutions,Genoa Employment Solutions,"('Python', 'Programming_Tools')",Python,Programming_Tools
1566,Cyber Security Analyst @ Genoa Employment Solutions,Genoa Employment Solutions,"('Java', 'Programming_Tools')",Java,Programming_Tools
1566,Cyber Security Analyst @ Genoa Employment Solutions,Genoa Employment Solutions,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1566,Cyber Security Analyst @ Genoa Employment Solutions,Genoa Employment Solutions,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1558,Cyber Security Analyst @ JCS Solutions LLC,JCS Solutions LLC,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1558,Cyber Security Analyst @ JCS Solutions LLC,JCS Solutions LLC,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1558,Cyber Security Analyst @ JCS Solutions LLC,JCS Solutions LLC,"('Cloud Computing', 'Software_Development_Engineering')",Cloud Computing,Software_Development_Engineering
1556,"Cyber Security Analyst @ MicroHealth, LLC","MicroHealth, LLC","('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Critical Thinking', 'Soft_Skills_Misc')",Critical Thinking,Soft_Skills_Misc
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1552,Cyber Security Analyst @ OSC Global,OSC Global,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1550,Cyber Security Analyst @ Zone IT Solutions,Zone IT Solutions,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1550,Cyber Security Analyst @ Zone IT Solutions,Zone IT Solutions,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1533,Cyber Security Analyst with Security Clearance @ Leidos,Leidos,"('R', 'Programming_Tools')",R,Programming_Tools
1530,Cyber Security Analyst with Security Clearance @ Leidos,Leidos,"('R', 'Programming_Tools')",R,Programming_Tools
1529,Cyber Security Analyst with Security Clearance @ Leidos,Leidos,"('R', 'Programming_Tools')",R,Programming_Tools
1526,Cyber Security Analyst with Security Clearance @ Leidos,Leidos,"('R', 'Programming_Tools')",R,Programming_Tools
1525,Cyber Security Analyst with Security Clearance @ MANTECH,MANTECH,"('Logistics', 'General_Business_Analytical')",Logistics,General_Business_Analytical
1522,Cyber Security Analyst with Security Clearance @ MANTECH,MANTECH,"('Logistics', 'General_Business_Analytical')",Logistics,General_Business_Analytical
1511,Principal Cyber Security Analyst - Threat Hunter @ Mission Support and Test Services,Mission Support and Test Services,"('Experimentation', 'General_Business_Analytical')",Experimentation,General_Business_Analytical
1508,Principal Cyber Security Analyst - Threat Hunter @ Mission Support and Test Services,Mission Support and Test Services,"('Experimentation', 'General_Business_Analytical')",Experimentation,General_Business_Analytical
1498,Senior Cyber Security Analyst @ ASRC Federal Holding Company,ASRC Federal Holding Company,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1497,Senior Cyber Security Analyst @ ASRC Federal Holding Company,ASRC Federal Holding Company,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1486,Computer Scientists @ Artera Technologies,Artera Technologies,"('Python', 'Programming_Tools')",Python,Programming_Tools
1486,Computer Scientists @ Artera Technologies,Artera Technologies,"('Machine Learning', 'Machine_Learning_and_Artificial_Intelligence')",Machine Learning,Machine_Learning_and_Artificial_Intelligence
1485,"Software Engineer / Computer Scientist with Security Clearance @ Systems Application & Technologies, Inc.","Systems Application & Technologies, Inc.","('Logistics', 'General_Business_Analytical')",Logistics,General_Business_Analytical
1484,Cryptologic Computer Scientist-2 with Security Clearance @ Leidos,Leidos,"('R', 'Programming_Tools')",R,Programming_Tools
1474,Cryptologic Computer Scientist with Security Clearance @ Markon,Markon,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1466,High Performance Computing (HPC) Computational Scientist @ General Dynamics Information Technology,General Dynamics Information Technology,"('Python', 'Programming_Tools')",Python,Programming_Tools
1458,COMPUTER SCIENTIST with Security Clearance @ Department of Defense,Department of Defense,"('Computer Vision', 'Machine_Learning_and_Artificial_Intelligence')",Computer Vision,Machine_Learning_and_Artificial_Intelligence
1458,COMPUTER SCIENTIST with Security Clearance @ Department of Defense,Department of Defense,"('Experimentation', 'General_Business_Analytical')",Experimentation,General_Business_Analytical
1457,COMPUTER SCIENTIST with Security Clearance @ Department of the Navy,Department of the Navy,"('Computer Vision', 'Machine_Learning_and_Artificial_Intelligence')",Computer Vision,Machine_Learning_and_Artificial_Intelligence
1457,COMPUTER SCIENTIST with Security Clearance @ Department of the Navy,Department of the Navy,"('Experimentation', 'General_Business_Analytical')",Experimentation,General_Business_Analytical
1450,Senior Computer Scientist @ KBR,KBR,"('Sec', 'Finance_Fintech_Banking')",Sec,Finance_Fintech_Banking
1447,"Applied Scientist, AGI @ Amazon",Amazon,"('Reinforcement Learning', 'Machine_Learning_and_Artificial_Intelligence')",Reinforcement Learning,Machine_Learning_and_Artificial_Intelligence
1443,Applied Scientist @ Amazon,Amazon,"('Reinforcement Learning', 'Machine_Learning_and_Artificial_Intelligence')",Reinforcement Learning,Machine_Learning_and_Artificial_Intelligence
1442,Applied Scientist @ Microsoft Corporation,Microsoft Corporation,"('Cloud Computing', 'Software_Development_Engineering')",Cloud Computing,Software_Development_Engineering
1440,Applied Scientist @ Microsoft Corporation,Microsoft Corporation,"('Machine Learning', 'Machine_Learning_and_Artificial_Intelligence')",Machine Learning,Machine_Learning_and_Artificial_Intelligence
1415,Carpenter @ ManpowerGroup,ManpowerGroup,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1414,Carpenter @ KBR,KBR,"('Logistics', 'General_Business_Analytical')",Logistics,General_Business_Analytical
1409,Construction Production Manager @ Nelson Builders,Nelson Builders,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1389,Account Manager @ Mazzella Companies,Mazzella Companies,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1389,Account Manager @ Mazzella Companies,Mazzella Companies,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1389,Account Manager @ Mazzella Companies,Mazzella Companies,"('Detail Oriented', 'Soft_Skills_Misc')",Detail Oriented,Soft_Skills_Misc
1388,Construction Accountant HUD IHBG Program @ Long & Associates,Long & Associates,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1388,Construction Accountant HUD IHBG Program @ Long & Associates,Long & Associates,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1387,Head of Business Development (Banking Products) (Palo Alto) @ HashCash Consultants,HashCash Consultants,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1387,Head of Business Development (Banking Products) (Palo Alto) @ HashCash Consultants,HashCash Consultants,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1387,Head of Business Development (Banking Products) (Palo Alto) @ HashCash Consultants,HashCash Consultants,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1387,Head of Business Development (Banking Products) (Palo Alto) @ HashCash Consultants,HashCash Consultants,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1386,Regional Energy Services Sales Leader @ Trane Technologies,Trane Technologies,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1384,Senior Acccount Manager @ Mc2,Mc2,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1384,Senior Acccount Manager @ Mc2,Mc2,"('Teamwork', 'Soft_Skills_Misc')",Teamwork,Soft_Skills_Misc
1370,Data Scientist @ Insight Global,Insight Global,"('Machine Learning', 'Machine_Learning_and_Artificial_Intelligence')",Machine Learning,Machine_Learning_and_Artificial_Intelligence
1370,Data Scientist @ Insight Global,Insight Global,"('Nlp', 'Machine_Learning_and_Artificial_Intelligence')",Nlp,Machine_Learning_and_Artificial_Intelligence
1367,Data Scientist @ Manulife,Manulife,"('Mlops', 'MLOps_DevOps_Cloud')",Mlops,MLOps_DevOps_Cloud
1367,Data Scientist @ Manulife,Manulife,"('Fraud Detection', 'Finance_Fintech_Banking')",Fraud Detection,Finance_Fintech_Banking
1365,Senior Data Scientist - NLP @ Capital One,Capital One,"('Nlp', 'Machine_Learning_and_Artificial_Intelligence')",Nlp,Machine_Learning_and_Artificial_Intelligence
1365,Senior Data Scientist - NLP @ Capital One,Capital One,"('Statistical Modeling', 'Statistics')",Statistical Modeling,Statistics
1365,Senior Data Scientist - NLP @ Capital One,Capital One,"('Credit Card', 'Finance_Fintech_Banking')",Credit Card,Finance_Fintech_Banking
1358,Data Scientist @ MANTECH,MANTECH,"('Machine Learning', 'Machine_Learning_and_Artificial_Intelligence')",Machine Learning,Machine_Learning_and_Artificial_Intelligence
1358,Data Scientist @ MANTECH,MANTECH,"('Natural Language Processing', 'Machine_Learning_and_Artificial_Intelligence')",Natural Language Processing,Machine_Learning_and_Artificial_Intelligence
1357,Senior Strategic Finance Analyst @ april,april,"('Pricing Optimization', 'General_Business_Analytical')",Pricing Optimization,General_Business_Analytical
1357,Senior Strategic Finance Analyst @ april,april,"('Kpis', 'General_Business_Analytical')",Kpis,General_Business_Analytical
1357,Senior Strategic Finance Analyst @ april,april,"('Api', 'Software_Development_Engineering')",Api,Software_Development_Engineering
1357,Senior Strategic Finance Analyst @ april,april,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1354,"Senior Finance Analyst, Brand Finance @ Pernod Ricard",Pernod Ricard,"('Classification', 'Machine_Learning_and_Artificial_Intelligence')",Classification,Machine_Learning_and_Artificial_Intelligence
1354,"Senior Finance Analyst, Brand Finance @ Pernod Ricard",Pernod Ricard,"('Kpis', 'General_Business_Analytical')",Kpis,General_Business_Analytical
1354,"Senior Finance Analyst, Brand Finance @ Pernod Ricard",Pernod Ricard,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1354,"Senior Finance Analyst, Brand Finance @ Pernod Ricard",Pernod Ricard,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1354,"Senior Finance Analyst, Brand Finance @ Pernod Ricard",Pernod Ricard,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1353,"Senior Finance Analyst, Brand Finance @ Pernod Ricard USA",Pernod Ricard USA,"('Classification', 'Machine_Learning_and_Artificial_Intelligence')",Classification,Machine_Learning_and_Artificial_Intelligence
1353,"Senior Finance Analyst, Brand Finance @ Pernod Ricard USA",Pernod Ricard USA,"('Kpis', 'General_Business_Analytical')",Kpis,General_Business_Analytical
1353,"Senior Finance Analyst, Brand Finance @ Pernod Ricard USA",Pernod Ricard USA,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1353,"Senior Finance Analyst, Brand Finance @ Pernod Ricard USA",Pernod Ricard USA,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1353,"Senior Finance Analyst, Brand Finance @ Pernod Ricard USA",Pernod Ricard USA,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1351,Strategic Finance Analyst @ Kalshi,Kalshi,"('Sql', 'Programming_Tools')",Sql,Programming_Tools
1351,Strategic Finance Analyst @ Kalshi,Kalshi,"('Financial Markets', 'Finance_Fintech_Banking')",Financial Markets,Finance_Fintech_Banking
1351,Strategic Finance Analyst @ Kalshi,Kalshi,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1351,Strategic Finance Analyst @ Kalshi,Kalshi,"('Google Sheets', 'Productivity_Tools')",Google Sheets,Productivity_Tools
1350,Senior Finance Analyst @ Burberry,Burberry,"('Kpis', 'General_Business_Analytical')",Kpis,General_Business_Analytical
1350,Senior Finance Analyst @ Burberry,Burberry,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1350,Senior Finance Analyst @ Burberry,Burberry,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1350,Senior Finance Analyst @ Burberry,Burberry,"('Tableau', 'Productivity_Tools')",Tableau,Productivity_Tools
1350,Senior Finance Analyst @ Burberry,Burberry,"('Power Bi', 'Productivity_Tools')",Power Bi,Productivity_Tools
1349,Finance Analyst / Associate @ Charlie Health,Charlie Health,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1349,Finance Analyst / Associate @ Charlie Health,Charlie Health,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1349,Finance Analyst / Associate @ Charlie Health,Charlie Health,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1349,Finance Analyst / Associate @ Charlie Health,Charlie Health,"('Google Sheets', 'Productivity_Tools')",Google Sheets,Productivity_Tools
1348,IT Finance Analyst @ Softinc,Softinc,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1348,IT Finance Analyst @ Softinc,Softinc,"('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1348,IT Finance Analyst @ Softinc,Softinc,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1348,IT Finance Analyst @ Softinc,Softinc,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1348,IT Finance Analyst @ Softinc,Softinc,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1347,Sr. Finance Analyst @ Jobskey Consultancy,Jobskey Consultancy,"('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1347,Sr. Finance Analyst @ Jobskey Consultancy,Jobskey Consultancy,"('Detail Oriented', 'Soft_Skills_Misc')",Detail Oriented,Soft_Skills_Misc
1347,Sr. Finance Analyst @ Jobskey Consultancy,Jobskey Consultancy,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1347,Sr. Finance Analyst @ Jobskey Consultancy,Jobskey Consultancy,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1344,Finance Analyst @ H1,H1,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1344,Finance Analyst @ H1,H1,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1344,Finance Analyst @ H1,H1,"('Powerpoint', 'Productivity_Tools')",Powerpoint,Productivity_Tools
1344,Finance Analyst @ H1,H1,"('Google Sheets', 'Productivity_Tools')",Google Sheets,Productivity_Tools
1343,Finance Analyst @ Rain,Rain,"('Credit Card', 'Finance_Fintech_Banking')",Credit Card,Finance_Fintech_Banking
1343,Finance Analyst @ Rain,Rain,"('Problem Solving', 'Soft_Skills_Misc')",Problem Solving,Soft_Skills_Misc
1343,Finance Analyst @ Rain,Rain,"('Rest', 'Software_Development_Engineering')",Rest,Software_Development_Engineering
1343,Finance Analyst @ Rain,Rain,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1343,Finance Analyst @ Rain,Rain,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1337,Vice President; Quantitative Finance Analyst @ Bank of America,Bank of America,"('Quantitative Finance', 'Finance_Fintech_Banking')",Quantitative Finance,Finance_Fintech_Banking
1334,Senior Quantitative Finance Analyst @ Bank of America,Bank of America,"('Quantitative Finance', 'Finance_Fintech_Banking')",Quantitative Finance,Finance_Fintech_Banking
1330,IT Desktop Support Engineer (Level 2) @ Backstop Solutions Group,Backstop Solutions Group,"('Supply Chain', 'General_Business_Analytical')",Supply Chain,General_Business_Analytical
1329,IT Customer Support (Bilingual JP/EN) @ Cinter Career,Cinter Career,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1329,IT Customer Support (Bilingual JP/EN) @ Cinter Career,Cinter Career,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1328,IT SaaS Support Lead (New York) @ Samsung Ads,Samsung Ads,"('Life Insurance', 'Insurance_Risk_Underwriting')",Life Insurance,Insurance_Risk_Underwriting
1328,IT SaaS Support Lead (New York) @ Samsung Ads,Samsung Ads,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1327,IT Technician - Desktop Support @ DLA Piper,DLA Piper,"('Classification', 'Machine_Learning_and_Artificial_Intelligence')",Classification,Machine_Learning_and_Artificial_Intelligence
1324,Fixed Income IT FO Support Consultant @ Brains Workgroup,Brains Workgroup,"('Quantitative Finance', 'Finance_Fintech_Banking')",Quantitative Finance,Finance_Fintech_Banking
1324,Fixed Income IT FO Support Consultant @ Brains Workgroup,Brains Workgroup,"('Quant', 'Finance_Fintech_Banking')",Quant,Finance_Fintech_Banking
1324,Fixed Income IT FO Support Consultant @ Brains Workgroup,Brains Workgroup,"('Market Risk', 'Finance_Fintech_Banking')",Market Risk,Finance_Fintech_Banking
1324,Fixed Income IT FO Support Consultant @ Brains Workgroup,Brains Workgroup,"('Fixed Income', 'Finance_Fintech_Banking')",Fixed Income,Finance_Fintech_Banking
1324,Fixed Income IT FO Support Consultant @ Brains Workgroup,Brains Workgroup,"('Php', 'Software_Development_Engineering')",Php,Software_Development_Engineering
1323,IT Desktop Support Engineer L2 @ Sky Systems,Sky Systems,"('Asset Management', 'Finance_Fintech_Banking')",Asset Management,Finance_Fintech_Banking
1322,IT Support Engineer I (Hybrid - New York City) @ Xantrion,Xantrion,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1321,IT User Support/Help Desk @ Cinter Career,Cinter Career,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1320,IT Project Leader / IT Support - Japanese @ Cinter Career,Cinter Career,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1319,IT Project Leader / IT Support - Japanese @ Cinter Career,Cinter Career,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1318,Tier 2 IT Support Engineer (MSP) @ Middle Recruitment Limited,Middle Recruitment Limited,"('Sql', 'Programming_Tools')",Sql,Programming_Tools
1318,Tier 2 IT Support Engineer (MSP) @ Middle Recruitment Limited,Middle Recruitment Limited,"('Cv', 'Machine_Learning_and_Artificial_Intelligence')",Cv,Machine_Learning_and_Artificial_Intelligence
1318,Tier 2 IT Support Engineer (MSP) @ Middle Recruitment Limited,Middle Recruitment Limited,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1316,IT Customer Support Professional @ GovCIO LLC,GovCIO LLC,"('Kpis', 'General_Business_Analytical')",Kpis,General_Business_Analytical
1313,"IT Support Specialist, Trading Floor @ Ripple",Ripple,"('Fixed Income', 'Finance_Fintech_Banking')",Fixed Income,Finance_Fintech_Banking
1313,"IT Support Specialist, Trading Floor @ Ripple",Ripple,"('Slack', 'Productivity_Tools')",Slack,Productivity_Tools
1313,"IT Support Specialist, Trading Floor @ Ripple",Ripple,"('Jira', 'Productivity_Tools')",Jira,Productivity_Tools
1311,IT Support Specialist - Field Tech @ CarePoint Health Management Associates,CarePoint Health Management Associates,"('Population Health', 'Healthcare_Pharma_Biotech')",Population Health,Healthcare_Pharma_Biotech
1309,Senior IT Support Engineer - MSP @ My IT Crew,My IT Crew,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1309,Senior IT Support Engineer - MSP @ My IT Crew,My IT Crew,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1309,Senior IT Support Engineer - MSP @ My IT Crew,My IT Crew,"('Rest', 'Software_Development_Engineering')",Rest,Software_Development_Engineering
1308,IT Support Technician - Intune Implementation @ VDart,VDart,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1304,IT Tech Support @ Quarterhorse Technology,Quarterhorse Technology,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1303,IT Support/Technician Intern @ ETech 7,ETech 7,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1303,IT Support/Technician Intern @ ETech 7,ETech 7,"('Excel', 'Productivity_Tools')",Excel,Productivity_Tools
1303,IT Support/Technician Intern @ ETech 7,ETech 7,"('Word', 'Productivity_Tools')",Word,Productivity_Tools
1301,Senior IT Support Specialist @ Astreya,Astreya,"('Communication Skills', 'Soft_Skills_Misc')",Communication Skills,Soft_Skills_Misc
1299,Senior IT Support Associate @ Attentive,Attentive,"('Provider', 'Healthcare_Pharma_Biotech')",Provider,Healthcare_Pharma_Biotech
1299,Senior IT Support Associate @ Attentive,Attentive,"('Logistics', 'General_Business_Analytical')",Logistics,General_Business_Analytical
1299,Senior IT Support Associate @ Attentive,Attentive,"('Agile', 'Software_Development_Engineering')",Agile,Software_Development_Engineering
1299,Senior IT Support Associate @ Attentive,Attentive,"('Go', 'Software_Development_Engineering')",Go,Software_Development_Engineering
